Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20110626      10.87       15.4964     10.0
       20110626      11.21       14.2642     10.0
       20110627       2.12       18.1800     10.0
       20110627       3.62       17.8252     10.0
       20110627       5.12       17.0071     10.0
       20110627       6.62       16.4426     10.0
       20110627       8.12       16.1208     10.0
       20110627       9.62       16.0164     10.0
       20110627      10.12       15.8785     10.0
       20110627      10.62       15.7183     10.0
       20110627      10.87       15.5731     10.0
       20110627      11.21       14.5433     10.0
       20110628       2.12       18.3920     10.0
       20110628       3.62       18.1279     10.0
       20110628       5.12       17.2758     10.0
       20110628       6.62       16.5697     10.0
       20110628       8.12       16.3002     10.0
       20110628       9.62       16.0797     10.0
       20110628      10.12       15.9355     10.0
       20110628      10.62       15.7554     10.0
       20110628      10.87       15.6677     10.0
       20110628      11.21       14.8302     10.0
       20110629       2.12       18.0147     10.0
       20110629       3.62       17.7630     10.0
       20110629       5.12       17.5910     10.0
       20110629       6.62       16.4554     10.0
       20110629       8.12       16.1647     10.0
       20110629       9.62       15.9679     10.0
       20110629      10.12       15.8168     10.0
       20110629      10.62       15.6734     10.0
       20110629      10.87       15.5095     10.0
       20110629      11.21       14.4794     10.0
       20110630       2.12       18.4335     10.0
       20110630       3.62       17.8564     10.0
       20110630       5.12       17.5487     10.0
       20110630       6.62       16.7083     10.0
       20110630       8.12       16.1728     10.0
       20110630       9.62       15.9052     10.0
       20110630      10.12       15.7305     10.0
       20110630      10.62       15.5004     10.0
       20110630      10.87       15.2588     10.0
       20110630      11.21       14.3297     10.0
       20110701       2.12       19.6385     10.0
       20110701       3.62       17.9906     10.0
       20110701       5.12       17.4573     10.0
       20110701       6.62       16.7675     10.0
       20110701       8.12       16.1650     10.0
       20110701       9.62       15.9448     10.0
       20110701      10.12       15.8129     10.0
       20110701      10.62       15.5844     10.0
       20110701      10.87       15.4340     10.0
       20110701      11.21       14.6159     10.0
       20110702       2.12       19.3127     10.0
       20110702       3.62       17.9476     10.0
       20110702       5.12       17.3678     10.0
       20110702       6.62       16.6668     10.0
       20110702       8.12       16.1184     10.0
       20110702       9.62       15.8504     10.0
       20110702      10.12       15.6966     10.0
       20110702      10.62       15.5214     10.0
       20110702      10.87       15.4042     10.0
       20110702      11.21       14.6947     10.0
       20110703       2.12       19.9976     10.0
       20110703       3.62       18.3216     10.0
       20110703       5.12       17.5569     10.0
       20110703       6.62       16.7542     10.0
       20110703       8.12       16.0754     10.0
       20110703       9.62       15.7730     10.0
       20110703      10.12       15.5985     10.0
       20110703      10.62       15.4351     10.0
       20110703      10.87       15.3168     10.0
       20110703      11.21       14.7836     10.0
       20110704       2.12       18.5543     10.0
       20110704       3.62       18.1467     10.0
       20110704       5.12       17.8083     10.0
       20110704       6.62       17.5093     10.0
       20110704       8.12       16.9387     10.0
       20110704       9.62       15.9027     10.0
       20110704      10.12       15.7306     10.0
       20110704      10.62       15.4614     10.0
       20110704      10.87       15.2952     10.0
       20110704      11.21       14.8623     10.0
       20110705       2.12       18.1740     10.0
       20110705       3.62       17.9720     10.0
       20110705       5.12       17.5531     10.0
       20110705       6.62       17.2094     10.0
       20110705       8.12       16.9447     10.0
       20110705       9.62       16.4784     10.0
       20110705      10.12       16.1561     10.0
       20110705      10.62       15.7363     10.0
       20110705      10.87       15.5354     10.0
       20110705      11.21       14.9771     10.0
       20110706       2.12       18.5556     10.0
       20110706       3.62       18.1418     10.0
       20110706       5.12       17.8128     10.0
       20110706       6.62       17.0636     10.0
       20110706       8.12       16.7829     10.0
       20110706       9.62       16.5298     10.0
       20110706      10.12       16.2971     10.0
       20110706      10.62       15.9341     10.0
       20110706      10.87       15.6232     10.0
       20110706      11.21       15.1667     10.0
       20110707       2.12       19.3757     10.0
       20110707       3.62       18.6931     10.0
       20110707       5.12       18.0111     10.0
       20110707       6.62       17.2906     10.0
       20110707       8.12       16.8219     10.0
       20110707       9.62       16.4022     10.0
       20110707      10.12       16.1496     10.0
